,LOCATION,DATE,HOUR,LATITUDE,LONGITUDE,PEDESTRIANS,BICYCLISTS,CARS,BUSES,TRUCKS
646,Campus_Dr_At_Paint_Branch_Dr,11/9/19,21,38.988688,-76.936471,0,0,0,0,0
647,Campus_Dr_At_Paint_Branch_Dr,11/9/19,22,38.988688,-76.936471,0,0,0,0,0
648,Campus_Dr_At_Paint_Branch_Dr,11/9/19,23,38.988688,-76.936471,0,0,0,0,0
649,Campus_Dr_At_Paint_Branch_Dr,11/10/19,0,38.988688,-76.936471,0,0,0,0,0
650,Campus_Dr_At_Paint_Branch_Dr,11/10/19,1,38.988688,-76.936471,0,0,0,0,0
651,Campus_Dr_At_Paint_Branch_Dr,11/10/19,2,38.988688,-76.936471,0,0,0,0,0
652,Campus_Dr_At_Paint_Branch_Dr,11/10/19,3,38.988688,-76.936471,0,0,0,0,0
653,Campus_Dr_At_Paint_Branch_Dr,11/10/19,4,38.988688,-76.936471,0,0,0,0,0
654,Campus_Dr_At_Paint_Branch_Dr,11/10/19,5,38.988688,-76.936471,0,0,0,0,0
655,Campus_Dr_At_Paint_Branch_Dr,11/10/19,6,38.988688,-76.936471,0,0,0,0,0
656,Campus_Dr_At_Paint_Branch_Dr,11/10/19,7,38.988688,-76.936471,0,0,0,0,0
657,Campus_Dr_At_Paint_Branch_Dr,11/10/19,8,38.988688,-76.936471,0,0,0,0,0
658,Campus_Dr_At_Paint_Branch_Dr,11/10/19,9,38.988688,-76.936471,3,0,11,0,0
659,Campus_Dr_At_Paint_Branch_Dr,11/10/19,10,38.988688,-76.936471,36,1,464,12,13
660,Campus_Dr_At_Paint_Branch_Dr,11/10/19,11,38.988688,-76.936471,46,12,531,20,14
661,Campus_Dr_At_Paint_Branch_Dr,11/10/19,12,38.988688,-76.936471,240,7,608,19,16
662,Campus_Dr_At_Paint_Branch_Dr,11/10/19,13,38.988688,-76.936471,255,13,1074,27,18
663,Campus_Dr_At_Paint_Branch_Dr,11/10/19,14,38.988688,-76.936471,172,23,1151,23,32
664,Campus_Dr_At_Paint_Branch_Dr,11/10/19,15,38.988688,-76.936471,161,29,1619,29,39
665,Campus_Dr_At_Paint_Branch_Dr,11/10/19,16,38.988688,-76.936471,149,16,1325,24,29
666,Campus_Dr_At_Paint_Branch_Dr,11/10/19,17,38.988688,-76.936471,143,10,1225,36,19
667,Campus_Dr_At_Paint_Branch_Dr,11/10/19,18,38.988688,-76.936471,172,37,1824,17,27
668,Campus_Dr_At_Paint_Branch_Dr,11/10/19,19,38.988688,-76.936471,10,0,977,12,11
669,Campus_Dr_At_Paint_Branch_Dr,11/10/19,20,38.988688,-76.936471,7,0,757,8,1
670,Campus_Dr_At_Paint_Branch_Dr,11/10/19,21,38.988688,-76.936471,15,1,684,9,2
671,Campus_Dr_At_Paint_Branch_Dr,11/10/19,22,38.988688,-76.936471,7,0,525,7,3
672,Campus_Dr_At_Paint_Branch_Dr,11/10/19,23,38.988688,-76.936471,12,0,521,16,8
673,Campus_Dr_At_Paint_Branch_Dr,11/11/19,0,38.988688,-76.936471,12,0,373,10,5
674,Paint_Branch_Dr_At_Campus_Dr,10/28/19,0,38.988978,-76.936661,1,0,45,0,0
675,Paint_Branch_Dr_At_Campus_Dr,10/28/19,1,38.988978,-76.936661,1,0,43,0,0
676,Paint_Branch_Dr_At_Campus_Dr,10/28/19,2,38.988978,-76.936661,0,0,21,2,1
677,Paint_Branch_Dr_At_Campus_Dr,10/28/19,3,38.988978,-76.936661,0,0,25,1,0
678,Paint_Branch_Dr_At_Campus_Dr,10/28/19,4,38.988978,-76.936661,0,0,22,0,1
679,Paint_Branch_Dr_At_Campus_Dr,10/28/19,5,38.988978,-76.936661,0,0,74,2,3
680,Paint_Branch_Dr_At_Campus_Dr,10/28/19,6,38.988978,-76.936661,13,1,143,6,4
681,Paint_Branch_Dr_At_Campus_Dr,10/28/19,7,38.988978,-76.936661,80,7,1067,32,91
682,Paint_Branch_Dr_At_Campus_Dr,10/28/19,8,38.988978,-76.936661,38,20,1281,36,128
683,Paint_Branch_Dr_At_Campus_Dr,10/28/19,9,38.988978,-76.936661,209,32,717,45,75
684,Paint_Branch_Dr_At_Campus_Dr,10/28/19,10,38.988978,-76.936661,282,78,539,33,49
685,Paint_Branch_Dr_At_Campus_Dr,10/28/19,11,38.988978,-76.936661,500,89,516,28,46
686,Paint_Branch_Dr_At_Campus_Dr,10/28/19,12,38.988978,-76.936661,571,86,531,30,53
687,Paint_Branch_Dr_At_Campus_Dr,10/28/19,13,38.988978,-76.936661,525,57,549,27,44
688,Paint_Branch_Dr_At_Campus_Dr,10/28/19,14,38.988978,-76.936661,309,46,501,25,31
689,Paint_Branch_Dr_At_Campus_Dr,10/28/19,15,38.988978,-76.936661,116,29,618,24,29
690,Paint_Branch_Dr_At_Campus_Dr,10/28/19,16,38.988978,-76.936661,115,9,695,34,29
691,Paint_Branch_Dr_At_Campus_Dr,10/28/19,17,38.988978,-76.936661,325,22,1503,31,23
692,Paint_Branch_Dr_At_Campus_Dr,10/28/19,18,38.988978,-76.936661,194,10,1156,27,25
693,Paint_Branch_Dr_At_Campus_Dr,10/28/19,19,38.988978,-76.936661,1,0,421,13,3
694,Paint_Branch_Dr_At_Campus_Dr,10/28/19,20,38.988978,-76.936661,1,0,308,7,5
695,Paint_Branch_Dr_At_Campus_Dr,10/28/19,21,38.988978,-76.936661,2,0,245,3,1
696,Paint_Branch_Dr_At_Campus_Dr,10/28/19,22,38.988978,-76.936661,0,0,139,1,0
697,Paint_Branch_Dr_At_Campus_Dr,10/28/19,23,38.988978,-76.936661,3,0,96,3,0
698,Paint_Branch_Dr_At_Campus_Dr,10/29/19,0,38.988978,-76.936661,0,0,59,2,0
699,Paint_Branch_Dr_At_Campus_Dr,10/29/19,1,38.988978,-76.936661,0,0,42,0,0
700,Paint_Branch_Dr_At_Campus_Dr,10/29/19,2,38.988978,-76.936661,0,0,29,0,0
701,Paint_Branch_Dr_At_Campus_Dr,10/29/19,3,38.988978,-76.936661,0,0,25,1,0
702,Paint_Branch_Dr_At_Campus_Dr,10/29/19,4,38.988978,-76.936661,0,0,16,0,2
703,Paint_Branch_Dr_At_Campus_Dr,10/29/19,5,38.988978,-76.936661,0,0,110,1,5
704,Paint_Branch_Dr_At_Campus_Dr,10/29/19,6,38.988978,-76.936661,0,0,163,4,5
705,Paint_Branch_Dr_At_Campus_Dr,10/29/19,7,38.988978,-76.936661,82,5,1165,29,67
706,Paint_Branch_Dr_At_Campus_Dr,10/29/19,8,38.988978,-76.936661,166,24,1669,40,82
707,Paint_Branch_Dr_At_Campus_Dr,10/29/19,9,38.988978,-76.936661,725,88,1592,52,105
708,Paint_Branch_Dr_At_Campus_Dr,10/29/19,10,38.988978,-76.936661,981,118,1026,42,106
709,Paint_Branch_Dr_At_Campus_Dr,10/29/19,11,38.988978,-76.936661,507,34,755,30,72
710,Paint_Branch_Dr_At_Campus_Dr,10/29/19,12,38.988978,-76.936661,1031,101,1053,30,75
711,Paint_Branch_Dr_At_Campus_Dr,10/29/19,13,38.988978,-76.936661,1170,156,934,22,80
712,Paint_Branch_Dr_At_Campus_Dr,10/29/19,14,38.988978,-76.936661,635,29,751,39,52
713,Paint_Branch_Dr_At_Campus_Dr,10/29/19,15,38.988978,-76.936661,1045,105,1195,42,81
714,Paint_Branch_Dr_At_Campus_Dr,10/29/19,16,38.988978,-76.936661,809,109,1402,35,45
715,Paint_Branch_Dr_At_Campus_Dr,10/29/19,17,38.988978,-76.936661,337,30,1859,45,34
716,Paint_Branch_Dr_At_Campus_Dr,10/29/19,18,38.988978,-76.936661,205,16,1259,27,25
717,Paint_Branch_Dr_At_Campus_Dr,10/29/19,19,38.988978,-76.936661,2,0,472,10,2
718,Paint_Branch_Dr_At_Campus_Dr,10/29/19,20,38.988978,-76.936661,3,0,528,11,8
719,Paint_Branch_Dr_At_Campus_Dr,10/29/19,21,38.988978,-76.936661,1,0,216,3,1
720,Paint_Branch_Dr_At_Campus_Dr,10/29/19,22,38.988978,-76.936661,1,0,160,1,1
721,Paint_Branch_Dr_At_Campus_Dr,10/29/19,23,38.988978,-76.936661,7,0,99,0,1
722,Paint_Branch_Dr_At_Campus_Dr,10/30/19,0,38.988978,-76.936661,4,0,67,1,0
723,Paint_Branch_Dr_At_Campus_Dr,10/30/19,1,38.988978,-76.936661,2,0,40,0,0
724,Paint_Branch_Dr_At_Campus_Dr,10/30/19,2,38.988978,-76.936661,0,0,23,1,1
725,Paint_Branch_Dr_At_Campus_Dr,10/30/19,3,38.988978,-76.936661,0,0,28,1,0
726,Paint_Branch_Dr_At_Campus_Dr,10/30/19,4,38.988978,-76.936661,0,0,33,0,1
727,Paint_Branch_Dr_At_Campus_Dr,10/30/19,5,38.988978,-76.936661,0,0,71,4,4
728,Paint_Branch_Dr_At_Campus_Dr,10/30/19,6,38.988978,-76.936661,0,0,124,5,5
729,Paint_Branch_Dr_At_Campus_Dr,10/30/19,7,38.988978,-76.936661,82,10,1140,29,74
730,Paint_Branch_Dr_At_Campus_Dr,10/30/19,8,38.988978,-76.936661,363,59,1662,43,107
731,Paint_Branch_Dr_At_Campus_Dr,10/30/19,9,38.988978,-76.936661,626,68,1572,54,117
732,Paint_Branch_Dr_At_Campus_Dr,10/30/19,10,38.988978,-76.936661,877,96,1002,46,88
733,Paint_Branch_Dr_At_Campus_Dr,10/30/19,11,38.988978,-76.936661,975,132,1064,30,93
734,Paint_Branch_Dr_At_Campus_Dr,10/30/19,12,38.988978,-76.936661,1004,88,969,26,64
735,Paint_Branch_Dr_At_Campus_Dr,10/30/19,13,38.988978,-76.936661,937,123,1037,26,74
736,Paint_Branch_Dr_At_Campus_Dr,10/30/19,14,38.988978,-76.936661,703,60,1013,37,64
737,Paint_Branch_Dr_At_Campus_Dr,10/30/19,15,38.988978,-76.936661,983,107,1155,37,56
738,Paint_Branch_Dr_At_Campus_Dr,10/30/19,16,38.988978,-76.936661,564,58,1583,38,46
739,Paint_Branch_Dr_At_Campus_Dr,10/30/19,17,38.988978,-76.936661,433,38,2055,34,54
740,Paint_Branch_Dr_At_Campus_Dr,10/30/19,18,38.988978,-76.936661,56,3,979,30,40
741,Paint_Branch_Dr_At_Campus_Dr,10/30/19,19,38.988978,-76.936661,0,0,800,16,16
742,Paint_Branch_Dr_At_Campus_Dr,10/30/19,20,38.988978,-76.936661,0,0,0,0,0
743,Paint_Branch_Dr_At_Campus_Dr,10/30/19,21,38.988978,-76.936661,1,0,37,0,3
744,Paint_Branch_Dr_At_Campus_Dr,10/30/19,22,38.988978,-76.936661,2,1,551,6,11
745,Paint_Branch_Dr_At_Campus_Dr,10/30/19,23,38.988978,-76.936661,1,2,100,0,5
746,Paint_Branch_Dr_At_Campus_Dr,10/31/19,0,38.988978,-76.936661,0,5,52,2,1
747,Paint_Branch_Dr_At_Campus_Dr,10/31/19,1,38.988978,-76.936661,0,6,27,0,2
748,Paint_Branch_Dr_At_Campus_Dr,10/31/19,2,38.988978,-76.936661,0,2,23,1,0
749,Paint_Branch_Dr_At_Campus_Dr,10/31/19,3,38.988978,-76.936661,0,0,19,1,1
750,Paint_Branch_Dr_At_Campus_Dr,10/31/19,4,38.988978,-76.936661,0,2,22,1,2
751,Paint_Branch_Dr_At_Campus_Dr,10/31/19,5,38.988978,-76.936661,0,4,53,1,1
752,Paint_Branch_Dr_At_Campus_Dr,10/31/19,6,38.988978,-76.936661,0,7,93,6,6
753,Paint_Branch_Dr_At_Campus_Dr,10/31/19,7,38.988978,-76.936661,45,8,750,33,52
754,Paint_Branch_Dr_At_Campus_Dr,10/31/19,8,38.988978,-76.936661,157,5,1715,35,78
755,Paint_Branch_Dr_At_Campus_Dr,10/31/19,9,38.988978,-76.936661,840,77,1569,52,119
756,Paint_Branch_Dr_At_Campus_Dr,10/31/19,10,38.988978,-76.936661,904,85,1146,33,91
757,Paint_Branch_Dr_At_Campus_Dr,10/31/19,11,38.988978,-76.936661,537,48,942,26,86
758,Paint_Branch_Dr_At_Campus_Dr,10/31/19,12,38.988978,-76.936661,887,118,1070,34,95
759,Paint_Branch_Dr_At_Campus_Dr,10/31/19,13,38.988978,-76.936661,944,99,904,26,96
760,Paint_Branch_Dr_At_Campus_Dr,10/31/19,14,38.988978,-76.936661,532,46,904,30,90
761,Paint_Branch_Dr_At_Campus_Dr,10/31/19,15,38.988978,-76.936661,836,144,1204,42,73
762,Paint_Branch_Dr_At_Campus_Dr,10/31/19,16,38.988978,-76.936661,713,76,1369,32,62
763,Paint_Branch_Dr_At_Campus_Dr,10/31/19,17,38.988978,-76.936661,314,21,1603,41,51
764,Paint_Branch_Dr_At_Campus_Dr,10/31/19,18,38.988978,-76.936661,110,8,929,22,22
765,Paint_Branch_Dr_At_Campus_Dr,10/31/19,19,38.988978,-76.936661,12,0,295,12,4
766,Paint_Branch_Dr_At_Campus_Dr,10/31/19,20,38.988978,-76.936661,0,0,0,0,0
767,Paint_Branch_Dr_At_Campus_Dr,10/31/19,21,38.988978,-76.936661,0,0,0,0,0
768,Paint_Branch_Dr_At_Campus_Dr,10/31/19,22,38.988978,-76.936661,0,0,0,0,0
769,Paint_Branch_Dr_At_Campus_Dr,10/31/19,23,38.988978,-76.936661,0,0,0,0,0
770,Paint_Branch_Dr_At_Campus_Dr,11/1/19,0,38.988978,-76.936661,0,0,0,0,0
771,Paint_Branch_Dr_At_Campus_Dr,11/1/19,1,38.988978,-76.936661,0,0,0,0,0
772,Paint_Branch_Dr_At_Campus_Dr,11/1/19,2,38.988978,-76.936661,0,0,0,0,0
773,Paint_Branch_Dr_At_Campus_Dr,11/1/19,3,38.988978,-76.936661,0,0,1,0,0
774,Paint_Branch_Dr_At_Campus_Dr,11/1/19,4,38.988978,-76.936661,0,0,22,1,0
775,Paint_Branch_Dr_At_Campus_Dr,11/1/19,5,38.988978,-76.936661,0,0,46,1,2
776,Paint_Branch_Dr_At_Campus_Dr,11/1/19,6,38.988978,-76.936661,0,0,118,6,6
777,Paint_Branch_Dr_At_Campus_Dr,11/1/19,7,38.988978,-76.936661,21,4,788,29,48
778,Paint_Branch_Dr_At_Campus_Dr,11/1/19,8,38.988978,-76.936661,18,7,1181,37,79
779,Paint_Branch_Dr_At_Campus_Dr,11/1/19,9,38.988978,-76.936661,102,30,713,42,51
780,Paint_Branch_Dr_At_Campus_Dr,11/1/19,10,38.988978,-76.936661,379,58,722,48,80
781,Paint_Branch_Dr_At_Campus_Dr,11/1/19,11,38.988978,-76.936661,611,93,716,20,45
782,Paint_Branch_Dr_At_Campus_Dr,11/1/19,12,38.988978,-76.936661,566,56,780,27,57
783,Paint_Branch_Dr_At_Campus_Dr,11/1/19,13,38.988978,-76.936661,519,69,811,33,44
784,Paint_Branch_Dr_At_Campus_Dr,11/1/19,14,38.988978,-76.936661,289,47,756,29,32
785,Paint_Branch_Dr_At_Campus_Dr,11/1/19,15,38.988978,-76.936661,133,31,929,29,25
786,Paint_Branch_Dr_At_Campus_Dr,11/1/19,16,38.988978,-76.936661,154,13,1099,35,35
787,Paint_Branch_Dr_At_Campus_Dr,11/1/19,17,38.988978,-76.936661,299,34,1738,34,40
788,Paint_Branch_Dr_At_Campus_Dr,11/1/19,18,38.988978,-76.936661,127,6,1410,33,34
789,Paint_Branch_Dr_At_Campus_Dr,11/1/19,19,38.988978,-76.936661,10,0,862,7,11
790,Paint_Branch_Dr_At_Campus_Dr,11/1/19,20,38.988978,-76.936661,12,0,414,6,4
791,Paint_Branch_Dr_At_Campus_Dr,11/1/19,21,38.988978,-76.936661,11,0,590,5,5
792,Paint_Branch_Dr_At_Campus_Dr,11/1/19,22,38.988978,-76.936661,1,0,283,7,7
793,Paint_Branch_Dr_At_Campus_Dr,11/1/19,23,38.988978,-76.936661,9,0,210,2,0
794,Paint_Branch_Dr_At_Campus_Dr,11/2/19,0,38.988978,-76.936661,1,0,125,2,0
795,Paint_Branch_Dr_At_Campus_Dr,11/2/19,1,38.988978,-76.936661,2,0,113,3,3
796,Paint_Branch_Dr_At_Campus_Dr,11/2/19,2,38.988978,-76.936661,2,0,58,1,1
797,Paint_Branch_Dr_At_Campus_Dr,11/2/19,3,38.988978,-76.936661,0,0,42,0,3
798,Paint_Branch_Dr_At_Campus_Dr,11/2/19,4,38.988978,-76.936661,0,0,30,0,1
799,Paint_Branch_Dr_At_Campus_Dr,11/2/19,5,38.988978,-76.936661,0,0,49,1,4
800,Paint_Branch_Dr_At_Campus_Dr,11/2/19,6,38.988978,-76.936661,0,1,67,0,1
801,Paint_Branch_Dr_At_Campus_Dr,11/2/19,7,38.988978,-76.936661,5,1,402,7,35
802,Paint_Branch_Dr_At_Campus_Dr,11/2/19,8,38.988978,-76.936661,8,1,842,18,76
803,Paint_Branch_Dr_At_Campus_Dr,11/2/19,9,38.988978,-76.936661,128,11,921,25,50
804,Paint_Branch_Dr_At_Campus_Dr,11/2/19,10,38.988978,-76.936661,378,12,1082,25,66
805,Paint_Branch_Dr_At_Campus_Dr,11/2/19,11,38.988978,-76.936661,476,29,851,21,24
806,Paint_Branch_Dr_At_Campus_Dr,11/2/19,12,38.988978,-76.936661,458,17,697,24,23
807,Paint_Branch_Dr_At_Campus_Dr,11/2/19,13,38.988978,-76.936661,420,15,634,20,11
808,Paint_Branch_Dr_At_Campus_Dr,11/2/19,14,38.988978,-76.936661,414,32,1008,16,29
809,Paint_Branch_Dr_At_Campus_Dr,11/2/19,15,38.988978,-76.936661,678,14,1616,23,21
810,Paint_Branch_Dr_At_Campus_Dr,11/2/19,16,38.988978,-76.936661,192,3,1024,23,51
811,Paint_Branch_Dr_At_Campus_Dr,11/2/19,17,38.988978,-76.936661,205,21,1165,14,29
812,Paint_Branch_Dr_At_Campus_Dr,11/2/19,18,38.988978,-76.936661,131,10,866,12,20
813,Paint_Branch_Dr_At_Campus_Dr,11/2/19,19,38.988978,-76.936661,11,0,447,9,3
814,Paint_Branch_Dr_At_Campus_Dr,11/2/19,20,38.988978,-76.936661,7,0,311,5,2
815,Paint_Branch_Dr_At_Campus_Dr,11/2/19,21,38.988978,-76.936661,3,0,244,4,4
816,Paint_Branch_Dr_At_Campus_Dr,11/2/19,22,38.988978,-76.936661,5,2,193,3,2
817,Paint_Branch_Dr_At_Campus_Dr,11/2/19,23,38.988978,-76.936661,2,0,158,3,2
818,Paint_Branch_Dr_At_Campus_Dr,11/3/19,0,38.988978,-76.936661,2,0,122,2,1
819,Paint_Branch_Dr_At_Campus_Dr,11/3/19,1,38.988978,-76.936661,0,0,75,2,0
820,Paint_Branch_Dr_At_Campus_Dr,11/3/19,2,38.988978,-76.936661,0,0,68,1,0
821,Paint_Branch_Dr_At_Campus_Dr,11/3/19,3,38.988978,-76.936661,0,0,26,0,1
822,Paint_Branch_Dr_At_Campus_Dr,11/3/19,4,38.988978,-76.936661,1,0,25,2,0
823,Paint_Branch_Dr_At_Campus_Dr,11/3/19,5,38.988978,-76.936661,0,1,12,1,2
824,Paint_Branch_Dr_At_Campus_Dr,11/3/19,6,38.988978,-76.936661,0,0,15,0,1
825,Paint_Branch_Dr_At_Campus_Dr,11/3/19,7,38.988978,-76.936661,8,1,63,0,2
826,Paint_Branch_Dr_At_Campus_Dr,11/3/19,8,38.988978,-76.936661,0,0,90,2,6
827,Paint_Branch_Dr_At_Campus_Dr,11/3/19,9,38.988978,-76.936661,8,2,131,8,5
828,Paint_Branch_Dr_At_Campus_Dr,11/3/19,10,38.988978,-76.936661,14,0,257,11,15
829,Paint_Branch_Dr_At_Campus_Dr,11/3/19,11,38.988978,-76.936661,36,6,259,7,4
830,Paint_Branch_Dr_At_Campus_Dr,11/3/19,12,38.988978,-76.936661,45,13,348,14,4
831,Paint_Branch_Dr_At_Campus_Dr,11/3/19,13,38.988978,-76.936661,56,4,452,16,9
832,Paint_Branch_Dr_At_Campus_Dr,11/3/19,14,38.988978,-76.936661,50,6,450,15,15
833,Paint_Branch_Dr_At_Campus_Dr,11/3/19,15,38.988978,-76.936661,48,14,515,16,8
834,Paint_Branch_Dr_At_Campus_Dr,11/3/19,16,38.988978,-76.936661,29,6,360,19,13
835,Paint_Branch_Dr_At_Campus_Dr,11/3/19,17,38.988978,-76.936661,95,10,680,12,10
836,Paint_Branch_Dr_At_Campus_Dr,11/3/19,18,38.988978,-76.936661,42,0,649,15,6
837,Paint_Branch_Dr_At_Campus_Dr,11/3/19,19,38.988978,-76.936661,2,0,304,4,3
838,Paint_Branch_Dr_At_Campus_Dr,11/3/19,20,38.988978,-76.936661,8,0,274,1,1
839,Paint_Branch_Dr_At_Campus_Dr,11/3/19,21,38.988978,-76.936661,1,0,253,1,3
840,Paint_Branch_Dr_At_Campus_Dr,11/3/19,22,38.988978,-76.936661,0,0,174,1,1
841,Paint_Branch_Dr_At_Campus_Dr,11/3/19,23,38.988978,-76.936661,0,0,144,2,2
842,Paint_Branch_Dr_At_Campus_Dr,11/4/19,0,38.988978,-76.936661,3,0,78,3,2
843,Paint_Branch_Dr_At_Campus_Dr,11/4/19,1,38.988978,-76.936661,0,0,69,0,0
844,Paint_Branch_Dr_At_Campus_Dr,11/4/19,2,38.988978,-76.936661,2,0,40,1,0
845,Paint_Branch_Dr_At_Campus_Dr,11/4/19,3,38.988978,-76.936661,0,0,17,0,1
846,Paint_Branch_Dr_At_Campus_Dr,11/4/19,4,38.988978,-76.936661,0,0,29,1,0
847,Paint_Branch_Dr_At_Campus_Dr,11/4/19,5,38.988978,-76.936661,1,0,31,0,1
848,Paint_Branch_Dr_At_Campus_Dr,11/4/19,6,38.988978,-76.936661,0,0,76,2,4
849,Paint_Branch_Dr_At_Campus_Dr,11/4/19,7,38.988978,-76.936661,8,3,360,20,34
850,Paint_Branch_Dr_At_Campus_Dr,11/4/19,8,38.988978,-76.936661,7,3,767,29,66
851,Paint_Branch_Dr_At_Campus_Dr,11/4/19,9,38.988978,-76.936661,86,29,993,41,64
852,Paint_Branch_Dr_At_Campus_Dr,11/4/19,10,38.988978,-76.936661,305,49,771,37,51
853,Paint_Branch_Dr_At_Campus_Dr,11/4/19,11,38.988978,-76.936661,604,53,584,39,62
854,Paint_Branch_Dr_At_Campus_Dr,11/4/19,12,38.988978,-76.936661,638,55,544,24,52
855,Paint_Branch_Dr_At_Campus_Dr,11/4/19,13,38.988978,-76.936661,655,80,750,26,54
856,Paint_Branch_Dr_At_Campus_Dr,11/4/19,14,38.988978,-76.936661,418,56,606,21,53
857,Paint_Branch_Dr_At_Campus_Dr,11/4/19,15,38.988978,-76.936661,258,26,564,30,38
858,Paint_Branch_Dr_At_Campus_Dr,11/4/19,16,38.988978,-76.936661,656,81,880,31,48
859,Paint_Branch_Dr_At_Campus_Dr,11/4/19,17,38.988978,-76.936661,742,83,1452,35,57
860,Paint_Branch_Dr_At_Campus_Dr,11/4/19,18,38.988978,-76.936661,214,24,1124,30,26
861,Paint_Branch_Dr_At_Campus_Dr,11/4/19,19,38.988978,-76.936661,21,0,649,20,16
862,Paint_Branch_Dr_At_Campus_Dr,11/4/19,20,38.988978,-76.936661,10,0,482,9,8
863,Paint_Branch_Dr_At_Campus_Dr,11/4/19,21,38.988978,-76.936661,2,1,304,6,1
864,Paint_Branch_Dr_At_Campus_Dr,11/4/19,22,38.988978,-76.936661,1,0,257,1,3
865,Paint_Branch_Dr_At_Campus_Dr,11/4/19,23,38.988978,-76.936661,1,0,138,4,2
866,Paint_Branch_Dr_At_Campus_Dr,11/5/19,0,38.988978,-76.936661,1,1,81,4,0
867,Paint_Branch_Dr_At_Campus_Dr,11/5/19,1,38.988978,-76.936661,1,0,69,2,1
868,Paint_Branch_Dr_At_Campus_Dr,11/5/19,2,38.988978,-76.936661,0,0,42,0,1
869,Paint_Branch_Dr_At_Campus_Dr,11/5/19,3,38.988978,-76.936661,0,0,17,1,0
870,Paint_Branch_Dr_At_Campus_Dr,11/5/19,4,38.988978,-76.936661,0,3,31,1,2
871,Paint_Branch_Dr_At_Campus_Dr,11/5/19,5,38.988978,-76.936661,0,1,21,0,3
872,Paint_Branch_Dr_At_Campus_Dr,11/5/19,6,38.988978,-76.936661,0,3,90,3,6
873,Paint_Branch_Dr_At_Campus_Dr,11/5/19,7,38.988978,-76.936661,23,3,397,17,24
874,Paint_Branch_Dr_At_Campus_Dr,11/5/19,8,38.988978,-76.936661,13,1,1156,36,71
875,Paint_Branch_Dr_At_Campus_Dr,11/5/19,9,38.988978,-76.936661,61,8,1207,37,74
876,Paint_Branch_Dr_At_Campus_Dr,11/5/19,10,38.988978,-76.936661,384,66,1358,49,123
877,Paint_Branch_Dr_At_Campus_Dr,11/5/19,11,38.988978,-76.936661,1014,139,1312,49,102
878,Paint_Branch_Dr_At_Campus_Dr,11/5/19,12,38.988978,-76.936661,444,41,1078,25,93
879,Paint_Branch_Dr_At_Campus_Dr,11/5/19,13,38.988978,-76.936661,992,115,1116,31,66
880,Paint_Branch_Dr_At_Campus_Dr,11/5/19,14,38.988978,-76.936661,1074,90,1049,26,80
881,Paint_Branch_Dr_At_Campus_Dr,11/5/19,15,38.988978,-76.936661,302,18,792,31,51
882,Paint_Branch_Dr_At_Campus_Dr,11/5/19,16,38.988978,-76.936661,634,30,946,37,69
883,Paint_Branch_Dr_At_Campus_Dr,11/5/19,17,38.988978,-76.936661,757,73,1439,41,61
884,Paint_Branch_Dr_At_Campus_Dr,11/5/19,18,38.988978,-76.936661,215,17,1470,35,43
885,Paint_Branch_Dr_At_Campus_Dr,11/5/19,19,38.988978,-76.936661,32,1,1350,29,23
886,Paint_Branch_Dr_At_Campus_Dr,11/5/19,20,38.988978,-76.936661,18,0,934,12,17
887,Paint_Branch_Dr_At_Campus_Dr,11/5/19,21,38.988978,-76.936661,10,3,308,8,1
888,Paint_Branch_Dr_At_Campus_Dr,11/5/19,22,38.988978,-76.936661,21,3,522,9,18
889,Paint_Branch_Dr_At_Campus_Dr,11/5/19,23,38.988978,-76.936661,2,0,165,3,5
890,Paint_Branch_Dr_At_Campus_Dr,11/6/19,0,38.988978,-76.936661,6,0,105,1,0
891,Paint_Branch_Dr_At_Campus_Dr,11/6/19,1,38.988978,-76.936661,1,0,83,0,0
892,Paint_Branch_Dr_At_Campus_Dr,11/6/19,2,38.988978,-76.936661,0,0,31,1,0
893,Paint_Branch_Dr_At_Campus_Dr,11/6/19,3,38.988978,-76.936661,0,1,22,0,2
894,Paint_Branch_Dr_At_Campus_Dr,11/6/19,4,38.988978,-76.936661,0,0,22,2,0
895,Paint_Branch_Dr_At_Campus_Dr,11/6/19,5,38.988978,-76.936661,0,2,28,0,1
896,Paint_Branch_Dr_At_Campus_Dr,11/6/19,6,38.988978,-76.936661,0,2,76,1,8
897,Paint_Branch_Dr_At_Campus_Dr,11/6/19,7,38.988978,-76.936661,17,2,416,14,28
898,Paint_Branch_Dr_At_Campus_Dr,11/6/19,8,38.988978,-76.936661,20,2,941,33,70
899,Paint_Branch_Dr_At_Campus_Dr,11/6/19,9,38.988978,-76.936661,130,37,1027,43,83
900,Paint_Branch_Dr_At_Campus_Dr,11/6/19,10,38.988978,-76.936661,301,56,711,41,71
901,Paint_Branch_Dr_At_Campus_Dr,11/6/19,11,38.988978,-76.936661,585,62,491,39,48
902,Paint_Branch_Dr_At_Campus_Dr,11/6/19,12,38.988978,-76.936661,662,65,608,19,67
903,Paint_Branch_Dr_At_Campus_Dr,11/6/19,13,38.988978,-76.936661,744,56,752,29,84
904,Paint_Branch_Dr_At_Campus_Dr,11/6/19,14,38.988978,-76.936661,456,29,604,31,55
905,Paint_Branch_Dr_At_Campus_Dr,11/6/19,15,38.988978,-76.936661,263,22,504,29,32
906,Paint_Branch_Dr_At_Campus_Dr,11/6/19,16,38.988978,-76.936661,320,33,686,32,32
